,ID,FoodGroup,Descrip,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,VitA_USRDA,VitB6_USRDA,VitB12_USRDA,VitC_USRDA,VitE_USRDA,Folate_USRDA,Niacin_USRDA,Riboflavin_USRDA,Thiamin_USRDA,Calcium_USRDA,Copper_USRDA,Magnesium_USRDA,Phosphorus_USRDA,Selenium_USRDA,Zinc_USRDA
0,15270.0,Finfish and Shellfish Products,"Crustaceans, shrimp, untreated, raw",85.0,20.1,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.391,0.52,35.0,0.033,214.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0533333333333333,0.0004344444444444,0.0833333333333333,0.3057142857142857,0.0,0.1218181818181818
1,1259.0,Dairy and Egg Products,"Cheese spread, American or Cheddar cheese base, reduced fat",176.0,13.41,8.88,10.71,7.06,0.0,185.0,0.099,1.17,0.0,0.46,0.0,0.153,0.442,0.038,557.0,0.032,0.36,27.0,0.026,931.0,15.5,1.81,0.2055555555555555,0.058235294117647,0.4875,0.0,0.0306666666666666,0.0,0.0095625,0.34,0.0316666666666666,0.4641666666666666,3.5555555555555546e-05,0.0642857142857142,1.33,0.2818181818181818,0.1645454545454545
2,19100.0,Sweets,"Candies, fudge, chocolate, prepared-from-recipe",411.0,2.39,10.41,76.44,73.12,1.7,44.0,0.012,0.09,0.0,0.18,4.0,0.176,0.085,0.026,49.0,0.3289999999999999,1.77,36.0,0.422,71.0,2.5,1.11,0.0488888888888888,0.0070588235294117,0.0375,0.0,0.012,0.01,0.011,0.0653846153846153,0.0216666666666666,0.0408333333333333,0.0003655555555555,0.0857142857142857,0.1014285714285714,0.0454545454545454,0.1009090909090909
3,8228.0,Breakfast Cereals,"Cereals, QUAKER, Instant Oatmeal, raisins, dates and walnuts, dry",371.0,8.82,6.98,72.41,30.85,6.9,0.0,1.197,0.0,0.8,0.55,381.0,11.968,1.017,0.892,297.0,0.364,10.7,92.0,2.224,296.0,16.4,1.94,0.0,0.7041176470588236,0.0,0.0088888888888888,0.0366666666666666,0.9525,0.748,0.7823076923076923,0.7433333333333334,0.2475,0.0004044444444444,0.219047619047619,0.4228571428571429,0.2981818181818181,0.1763636363636363
4,11850.0,Vegetables and Vegetable Products,"Radishes, oriental, cooked, boiled, drained, with salt",17.0,0.67,0.24,3.43,1.83,1.6,0.0,0.038,0.0,15.1,0.0,17.0,0.15,0.023,0.0,17.0,0.1009999999999999,0.15,9.0,0.033,24.0,0.7,0.13,0.0,0.0223529411764705,0.0,0.1677777777777777,0.0,0.0425,0.009375,0.0176923076923076,0.0,0.0141666666666666,0.0001122222222222,0.0214285714285714,0.0342857142857142,0.0127272727272727,0.0118181818181818
5,20054.0,Cereal Grains and Pasta,"Rice, white, glutinous, raw",370.0,6.81,0.55,81.68,0.0,2.8,0.0,0.107,0.0,0.0,0.0,7.0,2.145,0.055,0.18,11.0,0.171,1.6,23.0,0.974,71.0,15.1,1.2,0.0,0.0629411764705882,0.0,0.0,0.0,0.0175,0.1340625,0.0423076923076923,0.15,0.0091666666666666,0.0001899999999999,0.0547619047619047,0.1014285714285714,0.2745454545454545,0.109090909090909
6,8003.0,Breakfast Cereals,"Cereals ready-to-eat, KELLOGG, KELLOGG'S APPLE JACKS",375.0,5.1,3.4,88.2,43.7,9.3,527.0,1.79,5.4,54.0,0.12,594.0,17.9,1.52,1.34,12.0,0.098,16.1,29.0,0.499,70.0,5.6,5.4,0.5855555555555556,1.0529411764705885,2.2500000000000004,0.6,0.008,1.485,1.11875,1.1692307692307693,1.1166666666666667,0.01,0.0001088888888888,0.069047619047619,0.1,0.1018181818181818,0.490909090909091
7,8204.0,Breakfast Cereals,"Cereals ready-to-eat, chocolate-flavored frosted puffed corn",405.0,3.34,3.5,87.2,43.7,3.8,1324.0,1.764,5.29,52.9,0.11,587.0,17.637,1.499,1.3230000000000002,70.0,0.24,15.87,36.0,0.246,141.0,6.5,0.56,1.4711111111111108,1.0376470588235294,2.2041666666666666,0.5877777777777777,0.0073333333333333,1.4675,1.1023125,1.1530769230769229,1.1025,0.0583333333333333,0.0002666666666666,0.0857142857142857,0.2014285714285714,0.1181818181818181,0.0509090909090909
8,19173.0,Sweets,"Gelatin desserts, dry mix, prepared with water",62.0,1.22,0.0,14.19,13.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.006,0.0,3.0,0.024,0.02,1.0,0.002,22.0,1.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0025,6.25e-05,0.0046153846153846,0.0,0.0025,2.666666666666667e-05,0.0023809523809523,0.0314285714285714,0.02,0.0009090909090909
9,1071.0,Dairy and Egg Products,"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk",194.0,3.61,12.72,17.13,17.13,0.0,34.0,0.03,0.26,0.7,0.45,4.0,0.06,0.1169999999999999,0.027,90.0,0.012,0.04,10.0,0.005,86.0,4.8,0.27,0.0377777777777777,0.0176470588235294,0.1083333333333333,0.0077777777777777,0.03,0.01,0.00375,0.09,0.0225,0.075,1.3333333333333332e-05,0.0238095238095238,0.1228571428571428,0.0872727272727272,0.0245454545454545
10,19269.0,Snacks,"Snacks, GENERAL MILLS, BETTY CROCKER Fruit Roll Ups, berry flavored, with vitamin C",373.0,0.1,3.5,85.2,38.7,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0581818181818181,0.0
11,32009.0,"Meals, Entrees, and Side Dishes","Pasta mix, classic beef, unprepared",354.0,12.32,1.78,72.2,4.95,2.0,0.0,0.133,0.01,2.6,0.33,197.0,5.24,0.423,2.36,21.0,0.163,2.71,39.0,0.657,127.0,43.2,0.99,0.0,0.078235294117647,0.0041666666666666,0.0288888888888888,0.022,0.4925,0.3275,0.3253846153846154,1.9666666666666663,0.0175,0.0001811111111111,0.0928571428571428,0.1814285714285714,0.7854545454545455,0.09
12,8582.0,Breakfast Cereals,"Cereals ready-to-eat, GENERAL MILLS, DORA THE EXPLORER",366.0,5.6,5.7,82.8,21.2,10.2,522.0,1.852,5.6,22.2,0.93,1246.0,18.5,1.6,1.4,370.0,0.126,30.0,30.0,0.0,74.0,8.5,13.9,0.58,1.0894117647058823,2.333333333333333,0.2466666666666666,0.062,3.115,1.15625,1.2307692307692308,1.1666666666666667,0.3083333333333333,0.00014,0.0714285714285714,0.1057142857142857,0.1545454545454545,1.2636363636363637
13,8449.0,Breakfast Cereals,"Cereals, QUAKER, Instant Grits Product with American Cheese Flavor, dry",360.0,8.8,4.67,74.18,2.02,4.3,1.0,0.16,0.33,0.0,0.11,0.0,8.14,0.69,0.76,418.0,0.0,30.38,27.0,0.0,76.0,0.0,0.42,0.0011111111111111,0.0941176470588235,0.1375,0.0,0.0073333333333333,0.0,0.50875,0.5307692307692307,0.6333333333333334,0.3483333333333333,0.0,0.0642857142857142,0.1085714285714285,0.0,0.0381818181818181
14,11246.0,Vegetables and Vegetable Products,"Leeks, (bulb and lower leaf-portion), raw",61.0,1.5,0.3,14.15,3.9,1.8,83.0,0.233,0.0,12.0,0.92,64.0,0.4,0.03,0.06,59.0,0.12,2.1,28.0,0.481,35.0,1.0,0.12,0.0922222222222222,0.1370588235294118,0.0,0.1333333333333333,0.0613333333333333,0.16,0.025,0.023076923076923,0.05,0.0491666666666666,0.0001333333333333,0.0666666666666666,0.05,0.0181818181818181,0.0109090909090909
15,19814.0,Snacks,"Snacks, pretzels, hard, plain, made with enriched flour, unsalted",381.0,9.1,3.5,79.2,2.21,2.8,0.0,0.1159999999999999,0.0,0.0,0.35,233.0,5.251,0.623,0.461,36.0,0.264,4.32,35.0,1.789,113.0,5.8,0.85,0.0,0.068235294117647,0.0,0.0,0.0233333333333333,0.5825,0.3281875,0.4792307692307693,0.3841666666666667,0.03,0.0002933333333333,0.0833333333333333,0.1614285714285714,0.1054545454545454,0.0772727272727272
16,8146.0,Breakfast Cereals,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat",366.0,16.26,2.15,76.39,1.37,9.4,0.0,0.13,0.42,0.0,0.0,240.0,5.2860000000000005,0.397,0.639,24.0,0.4529999999999999,4.41,133.0,0.0,331.0,123.1,3.07,0.0,0.0764705882352941,0.175,0.0,0.0,0.6,0.330375,0.3053846153846153,0.5325000000000001,0.02,0.0005033333333333,0.3166666666666666,0.4728571428571429,2.2381818181818183,0.279090909090909
17,19103.0,Sweets,"Candies, fudge, vanilla, prepared-from-recipe",383.0,1.05,5.45,82.15,79.77,0.0,46.0,0.009,0.08,0.0,0.14,1.0,0.038,0.074,0.0139999999999999,38.0,0.004,0.02,3.0,0.002,30.0,1.7,0.15,0.0511111111111111,0.0052941176470588,0.0333333333333333,0.0,0.0093333333333333,0.0025,0.002375,0.0569230769230769,0.0116666666666666,0.0316666666666666,4.444444444444443e-06,0.0071428571428571,0.0428571428571428,0.0309090909090909,0.0136363636363636
18,19191.0,Sweets,"Puddings, coconut cream, dry mix, instant, prepared with 2% milk",107.0,2.9,2.3,19.2,0.0,0.1,45.0,0.038,0.3,0.8,0.0,4.0,0.086,0.138,0.034,102.0,0.025,0.15,14.0,0.019,201.0,2.0,0.33,0.05,0.0223529411764705,0.125,0.0088888888888888,0.0,0.01,0.005375,0.1061538461538461,0.0283333333333333,0.085,2.7777777777777776e-05,0.0333333333333333,0.2871428571428571,0.0363636363636363,0.03
19,25063.0,Snacks,"Snacks, potato chips, made from dried potatoes (preformed), multigrain",505.0,5.3,24.74,65.34,4.08,2.7,0.0,0.252,0.0,0.7,9.08,16.0,2.5580000000000003,0.085,0.132,26.0,0.141,0.85,40.0,0.7609999999999999,127.0,8.4,0.91,0.0,0.148235294117647,0.0,0.0077777777777777,0.6053333333333334,0.04,0.159875,0.0653846153846153,0.11,0.0216666666666666,0.0001566666666666,0.0952380952380952,0.1814285714285714,0.1527272727272727,0.0827272727272727
20,25028.0,Snacks,"Tortilla chips, yellow, plain, salted",497.0,6.62,22.33,67.38,1.21,4.7,8.0,0.2019999999999999,0.0,0.0,2.97,22.0,1.4980000000000002,0.043,0.13,104.0,0.105,1.32,84.0,0.357,234.0,8.4,1.46,0.0088888888888888,0.1188235294117647,0.0,0.0,0.198,0.055,0.093625,0.033076923076923,0.1083333333333333,0.0866666666666666,0.0001166666666666,0.2,0.3342857142857143,0.1527272727272727,0.1327272727272727
21,19823.0,Snacks,"Potato chips, without salt, reduced fat",487.0,7.1,20.8,67.8,0.22,6.1,0.0,0.67,0.0,25.7,5.47,10.0,7.0,0.27,0.21,21.0,0.348,1.35,89.0,0.0,193.0,8.1,1.01,0.0,0.3941176470588236,0.0,0.2855555555555556,0.3646666666666665,0.025,0.4375,0.2076923076923077,0.175,0.0175,0.0003866666666666,0.2119047619047619,0.2757142857142857,0.1472727272727272,0.0918181818181818
22,19176.0,Sweets,"Gelatin desserts, dry mix, reduced calorie, with aspartame, prepared with water",20.0,0.83,0.0,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0069999999999999,0.01,1.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,7.777777777777777e-06,0.0023809523809523,0.0971428571428571,0.0,0.0
23,19007.0,Snacks,"Snacks, corn-based, extruded, onion-flavor",499.0,7.7,22.6,65.1,4.83,3.9,8.0,0.148,0.0,1.8,2.69,176.0,3.18,0.31,0.22,29.0,0.118,3.72,28.0,0.2019999999999999,72.0,10.6,0.33,0.0088888888888888,0.0870588235294117,0.0,0.02,0.1793333333333333,0.44,0.19875,0.2384615384615384,0.1833333333333333,0.0241666666666666,0.0001311111111111,0.0666666666666666,0.1028571428571428,0.1927272727272727,0.03
24,14409.0,Beverages,"Beverages, Orange-flavor drink, breakfast type, low calorie, powder",217.0,3.6,0.0,85.9,2.6,3.8,6006.0,8.0,0.0,2400.0,0.0,0.0,80.0,6.8,0.0,1378.0,0.003,0.07,275.0,0.0,629.0,0.0,0.0,6.673333333333333,4.705882352941177,0.0,26.66666666666667,0.0,0.0,5.0,5.230769230769232,0.0,1.1483333333333334,3.3333333333333333e-06,0.6547619047619048,0.8985714285714286,0.0,0.0
25,8316.0,Breakfast Cereals,"Cereals, QUAKER, hominy grits, white, regular, dry",361.0,8.8,1.6,79.2,0.64,1.6,0.0,0.15,0.0,0.0,0.12,0.0,5.32,0.36,0.61,2.0,0.0,4.42,27.0,0.0,73.0,0.0,0.41,0.0,0.088235294117647,0.0,0.0,0.008,0.0,0.3325,0.2769230769230769,0.5083333333333333,0.0016666666666666,0.0,0.0642857142857142,0.1042857142857142,0.0,0.0372727272727272
26,19260.0,Sweets,"Ice creams, vanilla, light, no sugar added",169.0,3.97,7.45,21.42,6.46,0.0,86.0,0.0289999999999999,0.52,0.9,0.29,4.0,0.074,0.122,0.0289999999999999,136.0,0.03,0.19,9.0,0.006,75.0,1.9,0.31,0.0955555555555555,0.0170588235294117,0.2166666666666666,0.01,0.0193333333333333,0.01,0.004625,0.0938461538461538,0.0241666666666666,0.1133333333333333,3.333333333333333e-05,0.0214285714285714,0.1071428571428571,0.0345454545454545,0.0281818181818181
27,7063.0,Sausages and Luncheon Meats,"Pork sausage, link/patty, unprepared",287.0,15.37,24.78,0.93,0.93,0.0,27.0,0.173,0.92,0.0,0.96,2.0,5.382999999999999,0.147,0.221,8.0,0.0579999999999999,1.02,14.0,0.019,133.0,17.8,2.0,0.03,0.1017647058823529,0.3833333333333333,0.0,0.064,0.005,0.3364375,0.113076923076923,0.1841666666666666,0.0066666666666666,6.444444444444444e-05,0.0333333333333333,0.19,0.3236363636363637,0.1818181818181818
28,8123.0,Breakfast Cereals,"Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)",68.0,2.37,1.36,11.67,0.46,1.7,130.0,0.29,0.0,0.0,0.07,71.0,3.025,0.215,0.26,80.0,0.066,5.96,26.0,0.5579999999999999,77.0,5.0,0.62,0.1444444444444444,0.1705882352941176,0.0,0.0,0.0046666666666666,0.1775,0.1890625,0.1653846153846153,0.2166666666666666,0.0666666666666666,7.333333333333333e-05,0.0619047619047619,0.11,0.0909090909090909,0.0563636363636363
29,11749.0,Vegetables and Vegetable Products,"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",24.0,1.21,0.18,5.37,0.0,2.3,6.0,0.095,0.0,51.0,0.0,57.0,0.3,0.03,0.05,47.0,0.023,0.56,15.0,0.159,23.0,0.9,0.18,0.0066666666666666,0.0558823529411764,0.0,0.5666666666666667,0.0,0.1425,0.01875,0.023076923076923,0.0416666666666666,0.0391666666666666,2.5555555555555557e-05,0.0357142857142857,0.0328571428571428,0.0163636363636363,0.0163636363636363
30,43396.0,Dairy and Egg Products,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",67.0,10.9,1.0,3.0,3.0,0.0,13.0,0.05,0.49,4.0,0.01,10.0,0.1,0.13,0.01,56.0,0.0279999999999999,0.1,4.0,0.0,128.0,4.5,0.29,0.0144444444444444,0.0294117647058823,0.2041666666666666,0.0444444444444444,0.0006666666666666,0.025,0.00625,0.1,0.0083333333333333,0.0466666666666666,3.111111111111111e-05,0.0095238095238095,0.1828571428571428,0.0818181818181818,0.0263636363636363
31,8591.0,Breakfast Cereals,"Cereals ready-to-eat, KASHI ORGANIC PROMISE, ISLAND VANILLA",350.0,10.7,1.9,80.8,16.9,10.7,0.0,0.3,0.0,0.0,0.0,0.0,4.8,0.1,0.34,37.0,0.2,2.8,108.0,3.2,275.0,0.0,2.6,0.0,0.1764705882352941,0.0,0.0,0.0,0.0,0.3,0.0769230769230769,0.2833333333333334,0.0308333333333333,0.0002222222222222,0.2571428571428571,0.3928571428571429,0.0,0.2363636363636364
32,42187.0,Sweets,"Frozen yogurts, flavors other than chocolate",127.0,3.0,3.6,21.6,19.92,0.0,49.0,0.04,0.07,0.7,0.09,4.0,0.07,0.18,0.04,100.0,0.009,0.46,10.0,0.0,89.0,1.9,0.28,0.0544444444444444,0.0235294117647058,0.0291666666666666,0.0077777777777777,0.006,0.01,0.004375,0.1384615384615384,0.0333333333333333,0.0833333333333333,1e-05,0.0238095238095238,0.1271428571428571,0.0345454545454545,0.0254545454545454
33,11969.0,Vegetables and Vegetable Products,"Broccoli, chinese, cooked",22.0,1.14,0.72,3.81,0.84,2.5,82.0,0.07,0.0,28.2,0.48,99.0,0.437,0.146,0.095,100.0,0.061,0.56,18.0,0.264,41.0,1.3,0.39,0.0911111111111111,0.0411764705882353,0.0,0.3133333333333333,0.032,0.2475,0.0273125,0.1123076923076923,0.0791666666666666,0.0833333333333333,6.777777777777778e-05,0.0428571428571428,0.0585714285714285,0.0236363636363636,0.0354545454545454
34,36038.0,Restaurant Foods,"Restaurant, family style, spaghetti and meatballs",170.0,7.84,8.52,15.51,2.03,1.5,28.0,0.143,0.39,0.9,0.75,0.0,2.0,0.1669999999999999,0.107,45.0,0.106,1.29,23.0,0.2769999999999999,89.0,18.4,1.04,0.0311111111111111,0.0841176470588235,0.1625,0.01,0.05,0.0,0.125,0.1284615384615384,0.0891666666666666,0.0375,0.0001177777777777,0.0547619047619047,0.1271428571428571,0.3345454545454545,0.0945454545454545
35,1219.0,Dairy and Egg Products,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D",105.0,4.86,1.41,18.6,2.9,0.0,131.0,0.045,0.52,0.7,0.06,10.0,0.105,0.18,0.0409999999999999,152.0,0.08,0.07,16.0,0.065,133.0,3.1,0.82,0.1455555555555555,0.0264705882352941,0.2166666666666666,0.0077777777777777,0.004,0.025,0.0065625,0.1384615384615384,0.0341666666666666,0.1266666666666666,8.888888888888889e-05,0.0380952380952381,0.19,0.0563636363636363,0.0745454545454545
36,28095.0,Baked Products,"KEEBLER, FUDGE SHOPPE, Jumbo Fudge Sticks, Peanut Butter",537.0,7.1,30.2,60.6,40.8,3.2,0.0,0.05,0.0,0.0,0.0,0.0,2.4,0.02,0.08,0.0,0.0,1.9,31.0,0.0,69.0,0.0,0.6,0.0,0.0294117647058823,0.0,0.0,0.0,0.0,0.15,0.0153846153846153,0.0666666666666666,0.0,0.0,0.0738095238095238,0.0985714285714285,0.0,0.0545454545454545
37,20072.0,Cereal Grains and Pasta,"Wheat, hard red winter",327.0,12.61,1.54,71.18,0.41,12.2,0.0,0.3,0.0,0.0,1.01,38.0,5.464,0.115,0.3829999999999999,29.0,0.434,3.19,126.0,3.985,288.0,70.7,2.65,0.0,0.1764705882352941,0.0,0.0,0.0673333333333333,0.095,0.3415,0.0884615384615384,0.3191666666666667,0.0241666666666666,0.0004822222222222,0.3,0.4114285714285714,1.2854545454545454,0.2409090909090909
38,8693.0,Breakfast Cereals,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, cherry pistachio, dry",394.0,12.02,11.02,66.73,26.34,7.1,0.0,0.231,0.21,0.7,0.5,0.0,1.33,0.25,0.3339999999999999,132.0,0.0,2.99,103.0,0.0,333.0,0.0,2.14,0.0,0.1358823529411764,0.0875,0.0077777777777777,0.0333333333333333,0.0,0.083125,0.1923076923076923,0.2783333333333334,0.11,0.0,0.2452380952380952,0.4757142857142857,0.0,0.1945454545454545
39,28248.0,Baked Products,"SUNSHINE, CHEEZ-IT, Pepper Jack Crackers",503.0,8.8,25.0,61.9,0.8,2.6,197.0,0.0,0.0,0.0,0.0,0.0,4.8,0.37,0.59,0.0,0.0,4.1,18.0,0.0,74.0,0.0,0.0,0.2188888888888888,0.0,0.0,0.0,0.0,0.0,0.3,0.2846153846153846,0.4916666666666666,0.0,0.0,0.0428571428571428,0.1057142857142857,0.0,0.0
40,35238.0,American Indian/Alaska Native Foods,"Tea, herbal, brewed, Hohoysi (Hopi)",2.0,0.12,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0069999999999999,0.03,0.0,0.004,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041666666666666,7.777777777777777e-06,0.0,0.0,0.0,0.0045454545454545
41,8124.0,Breakfast Cereals,"Cereals, QUAKER, Instant Oatmeal, apples and cinnamon, dry",366.0,8.62,4.61,76.74,28.87,8.3,0.0,0.98,0.0,1.2,0.42,0.0,12.21,1.04,0.73,243.0,0.0,8.78,87.0,0.0,294.0,0.0,1.97,0.0,0.5764705882352941,0.0,0.0133333333333333,0.0279999999999999,0.0,0.763125,0.8,0.6083333333333334,0.2025,0.0,0.2071428571428572,0.42,0.0,0.179090909090909
42,18446.0,Baked Products,"Pie crust, standard-type, frozen, ready-to-bake, unenriched",457.0,3.9,29.2,44.1,0.0,0.9,0.0,0.071,0.03,0.0,0.0,10.0,0.55,0.01,0.05,18.0,0.068,0.38,16.0,0.547,53.0,0.0,0.3,0.0,0.0417647058823529,0.0125,0.0,0.0,0.025,0.034375,0.0076923076923076,0.0416666666666666,0.015,7.555555555555556e-05,0.0380952380952381,0.0757142857142857,0.0,0.0272727272727272
43,14644.0,Beverages,"Beverages, , PEPSICO QUAKER, Gatorade G2, low calorie",8.0,0.05,0.01,1.94,1.3,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.4083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
44,28167.0,Baked Products,"KELLOGG'S, POP-TARTS, Frosted Cinnamon Roll Toaster Pastries",416.0,4.7,14.1,67.8,26.2,1.4,300.0,0.4,0.0,0.0,0.0,0.0,4.0,0.34,0.3,0.0,0.0,3.6,7.0,0.0,43.0,0.0,0.3,0.3333333333333333,0.2352941176470588,0.0,0.0,0.0,0.0,0.25,0.2615384615384615,0.25,0.0,0.0,0.0166666666666666,0.0614285714285714,0.0,0.0272727272727272
45,18360.0,Baked Products,"Taco shells, baked",476.0,6.41,21.79,63.49,1.5,6.7,1.0,0.203,0.0,0.0,0.69,85.0,1.867,0.08,0.216,100.0,0.113,1.64,83.0,0.56,233.0,4.8,1.61,0.0011111111111111,0.1194117647058823,0.0,0.0,0.046,0.2125,0.1166875,0.0615384615384615,0.18,0.0833333333333333,0.0001255555555555,0.1976190476190476,0.3328571428571428,0.0872727272727272,0.1463636363636363
46,11219.0,Vegetables and Vegetable Products,"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",15.0,0.6,0.02,3.69,0.0,1.2,0.0,0.038,0.0,8.5,0.0,4.0,0.39,0.022,0.0289999999999999,24.0,0.026,0.25,11.0,0.066,13.0,0.2,0.7,0.0,0.0223529411764705,0.0,0.0944444444444444,0.0,0.01,0.024375,0.0169230769230769,0.0241666666666666,0.02,2.888888888888889e-05,0.0261904761904761,0.0185714285714285,0.0036363636363636,0.0636363636363636
47,11205.0,Vegetables and Vegetable Products,"Cucumber, with peel, raw",15.0,0.65,0.11,3.63,1.67,0.5,5.0,0.04,0.0,2.8,0.03,7.0,0.098,0.033,0.027,16.0,0.0409999999999999,0.28,13.0,0.079,24.0,0.3,0.2,0.0055555555555555,0.0235294117647058,0.0,0.0311111111111111,0.002,0.0175,0.006125,0.0253846153846153,0.0225,0.0133333333333333,4.555555555555556e-05,0.0309523809523809,0.0342857142857142,0.0054545454545454,0.0181818181818181
48,18403.0,Baked Products,"Waffles, plain, frozen, ready -to-heat, toasted",312.0,7.19,9.61,49.29,5.02,2.4,398.0,1.044,2.9,0.0,0.98,119.0,8.888,0.7040000000000001,0.525,307.0,0.031,6.91,24.0,0.299,429.0,12.6,0.53,0.4422222222222222,0.6141176470588235,1.2083333333333333,0.0,0.0653333333333333,0.2975,0.5555,0.5415384615384615,0.4375000000000001,0.2558333333333333,3.4444444444444454e-05,0.0571428571428571,0.6128571428571429,0.2290909090909091,0.0481818181818181
49,18064.0,Baked Products,"Bread, wheat",267.0,10.72,3.24,48.68,5.91,4.0,0.0,0.111,0.0,0.2,0.19,99.0,5.62,0.253,0.415,133.0,0.159,3.49,45.0,1.177,149.0,28.8,1.19,0.0,0.0652941176470588,0.0,0.0022222222222222,0.0126666666666666,0.2475,0.35125,0.1946153846153846,0.3458333333333333,0.1108333333333333,0.0001766666666666,0.1071428571428571,0.2128571428571428,0.5236363636363637,0.1081818181818181
50,7927.0,Sausages and Luncheon Meats,"Sausage, Italian, turkey, smoked",158.0,15.05,8.75,4.65,3.2,0.9,43.0,0.381,0.43,30.4,0.0,8.0,3.675,0.173,0.071,21.0,0.111,9.6,25.0,0.066,185.0,22.2,2.13,0.0477777777777777,0.2241176470588235,0.1791666666666666,0.3377777777777778,0.0,0.02,0.2296875,0.133076923076923,0.0591666666666666,0.0175,0.0001233333333333,0.0595238095238095,0.2642857142857143,0.4036363636363636,0.1936363636363636
51,7052.0,Sausages and Luncheon Meats,"Pastrami, turkey",139.0,16.3,6.21,3.34,3.34,0.1,4.0,0.27,0.24,8.1,0.22,5.0,3.527,0.25,0.055,11.0,0.05,4.2,14.0,0.013,200.0,16.1,2.16,0.0044444444444444,0.1588235294117647,0.1,0.09,0.0146666666666666,0.0125,0.2204375,0.1923076923076923,0.0458333333333333,0.0091666666666666,5.555555555555555e-05,0.0333333333333333,0.2857142857142857,0.2927272727272728,0.1963636363636364
52,22999.0,"Meals, Entrees, and Side Dishes","Rice and vermicelli mix, chicken flavor, prepared with 80% margarine",136.0,2.65,3.45,23.54,0.64,0.7,42.0,0.05,0.0,0.0,0.27,0.0,1.423,0.027,0.15,7.0,0.0579999999999999,0.95,10.0,0.315,36.0,9.5,0.46,0.0466666666666666,0.0294117647058823,0.0,0.0,0.018,0.0,0.0889375,0.0207692307692307,0.125,0.0058333333333333,6.444444444444444e-05,0.0238095238095238,0.0514285714285714,0.1727272727272727,0.0418181818181818
53,9272.0,Fruits and Fruit Juices,"Pineapple, frozen, chunks, sweetened",86.0,0.4,0.1,22.2,21.1,1.1,2.0,0.075,0.0,8.0,0.02,11.0,0.3,0.03,0.1,9.0,0.099,0.4,10.0,1.062,4.0,0.1,0.11,0.0022222222222222,0.0441176470588235,0.0,0.0888888888888888,0.0013333333333333,0.0275,0.01875,0.023076923076923,0.0833333333333333,0.0075,0.00011,0.0238095238095238,0.0057142857142857,0.0018181818181818,0.01
54,36044.0,Restaurant Foods,"ON THE BORDER, Mexican rice",195.0,3.56,4.86,34.15,1.38,1.1,3.0,0.0,0.09,0.3,0.59,0.0,2.75,0.086,0.28,39.0,0.073,1.18,15.0,0.35,74.0,7.3,0.38,0.0033333333333333,0.0,0.0375,0.0033333333333333,0.0393333333333333,0.0,0.171875,0.0661538461538461,0.2333333333333333,0.0325,8.111111111111109e-05,0.0357142857142857,0.1057142857142857,0.1327272727272727,0.0345454545454545
55,11220.0,Vegetables and Vegetable Products,"Gourd, dishcloth (towelgourd), raw",20.0,1.2,0.2,4.35,2.02,1.1,0.0,0.043,0.0,12.0,0.1,7.0,0.4,0.06,0.05,20.0,0.035,0.36,14.0,0.092,32.0,0.2,0.07,0.0,0.0252941176470588,0.0,0.1333333333333333,0.0066666666666666,0.0175,0.025,0.0461538461538461,0.0416666666666666,0.0166666666666666,3.888888888888889e-05,0.0333333333333333,0.0457142857142857,0.0036363636363636,0.0063636363636363
